"Prayer for remembering to pray","My Father in heaven, I have been forgetful and ignorant of your word. I have remembered to do things that please human beings but forgot what you have commanded me to do on a regular basis. I have been serving the evil one more than I have served you, my creator. Dear Lord, I pray for the spirit of constant and relentless prayer. Teach me, O Lord, how to pray to you. Teach me how to say the Lord’s Prayer, how to pray before my meals, in the morning when I wake up, during the day, at night before I sleep, and in everything I do. Amen.",231
"Prayer for a clear conscience","Dear God, I have wronged you by going against your teachings. I have done things that do not please you, out of my own pride and ignorance. Father, I pray for your forgiveness for I have sinned. I pray for a clear conscience by knowing that my sins have been forgiven and washed away by the blood of Jesus Christ. Thank you Lord for listening to my prayer for I know I am a free person from now onwards. Amen.",232
"Prayer for the future generation","Merciful God, we pray for the future generation. We are living in a world full of sin, temptations and complete disregard of your commandments. Dear God, we place the future generation into your hands. Do not punish them for the sins of their forefathers, but instead, guide and protect them from the evil. Give them a new beginning so that they may grow in the path of righteousness and avoid the sinful ways of the world. It is through your son’s name that we pray this short prayer, Amen.",233
"Prayer for spiritual wisdom","God of wisdom and righteousness, we pray for spiritual wisdom to encounter every challenge we face. You blessed your servant King Solomon with wisdom to understand the ways of this world and follow your teachings. We pray for spiritual wisdom from above so that we may be able to fight temptations and resist the evil one. Grant us, O Lord, spiritual wisdom to approach non-believers and spread the gospel of truth to all nations. Give us the wisdom to understand things as they happen during these last days, so that we may not be trapped into the ways of the evil one. In Jesus’ name, Amen.",234
"Prayer to live a life that pleases Him","Dear God, I have previously lived a life that pleases my friends, family and relatives. I seek your face today O Lord so that I may live a life that pleases you. Your word says that it does not matter if the whole world is against us because you are the giver of life. Please teach me how to live a life that pleases you, for you are above all living and non-living things. Teach me how to serve you, my master, and use me as your instrument to spread your gospel of holiness. Amen.",235
"Prayer against judging others","ou have granted us the gift of life, O Lord, and blessed us with all we need to stay in your glory. We make mistakes amongst ourselves and sin against you so many times. We are not perfect in your eyes, but you still love us unconditionally. Merciful God, help us overcome the spirit of judgment and guide us to embrace the spirit of tolerance and forgiveness. Remind us, always, to submit our cases unto you, for you are the ultimate judge of all living and non-living things. In Jesus name we pray, amen.",236
"Prayer to stand for the truth","Dear God, he who does not stand for something falls for anything. I pray to you, heavenly Father, to help me stand by the truth and walk in your presence. Help me stick to the truth even if it might hurt my friends or family. Do not let me provide false testimonies against my brothers or neighbors for it is against your holy commandment. Please let truthfulness be seen in my action, speech and thoughts for the glory belongs to you. Amen.",237
"Prayer for purity","My friend Jesus, you are my role model and inspiration. You conquered countless temptations from non-believers, including the devil himself. I look up to you, dear Lord, to help me stay pure in your Father’s commandments. Wash away my sins, merciful son of God, and make me whiter than snow in your presence. Grant me the spirit of purity so that I may await the Day of Judgment peacefully knowing that I shall enter the gates of heaven. Amen.",238
"Prayer before reading the Bible","Dear Heavenly Father, you have blessed us with your holy word through the Bible. You have given us instructions to conquer evil by reading the Bible and praying every day of our lives. Before we read your holy word, please grant us divine wisdom and understanding. Give us the power to interpret your message and implement it in our daily lives. Help us, O Lord, to understand your word so that we may also share it with those who do not know you, or have been trapped into the cells of the evil one. It is through your son’s holy name that we pray this short prayer believing and trusting in your name, Amen.",239
"Prayer for a positive relationship with friends/family/relatives","My Dear God, you have blessed me with the gift of friends/family/relatives. You have also instructed us to share your love with each other. I pray for the spirit of love and tolerance as I interact with my friends/family/relatives. I pray that you may guide us and inspire everything we do. 
Bless the work of our hands, the words of our tongues and the ideas of our minds, as long as they please you. I pray that you may help us live together harmoniously, build each other spiritually, and support each other both mentally and physically in times of need, as long as it is in accordance to your teachings. Amen.",240
"Prayer for commitment to God’s work","My Father in heaven, I have committed myself to my selfish interests and forgot to serve you. As I return to your feet today, pleading for your mercy and forgiveness, please refresh my mind and renew my soul. Help me serve you, O Lord, for you are my creator and my redeemer.
Help me, O Lord, to live a life that pleases you and spread your gospel to non-believers so that they may see the light and walk in the path of righteousness. Remind me always, to serve you both in and out of the church for you are a great God, who is worth to be praised and glorified. In Jesus’ name I pray, Amen.",241
"Prayer to bless someone else’s life","Almighty God, thanks for the gift of life and the blessing of good health. I thank you for all the things you have done in my life, including the things you are planning to do. Dear Lord, I also pray that will help me be a blessing to someone else’s life, just as you have been a blessing to me, as long as the glory and honor goes back to you. 
Help me utilize your blessings wisely by sharing it with other people who need help, hope, and understanding of your word. Help me provide for them when they need  a helper, offer them food when they are hungry, keep them warm when they are feeling cold, and most importantly, help me introduce them to your holy word. In Jesus’ name, Amen.",242
"Prayer for fellow believers","Dear Jesus, you have shown as the path of righteousness and the heavenly reward that comes with it. We understand that the world is not our home, and that we shall sing and worship our Creator in heaven when you come back to take the church with you. We pray, O Lord, for our fellow believers that they may not give up on the promise of eternal life.  Guide them dear Lord, in whatever they do so that they may walk in the path of righteousness as they await your second coming. Protect them from temptations and keep them pure in your presence for they are the chosen ones. Amen.",243
"Prayer for leaders","Everlasting King, I pray for all leaders in the world, from the largest offices with the highest responsibilities, to the smallest offices with the lowest responsibilities. I pray for our leaders in politics, sports, healthcare, and other industries that you may guide them in every decision they make. Protect them from the spirit of corruption, bribery and greed O Lord. Grant them wisdom to lead their subjects wisely in accordance to your teachings. In Jesus’ name I pray and believe, Amen.",244
"Prayer against bad company","Dear Lord, you knew me even before I was born. You knew my purpose on earth, and the challenges I would face. The holy Bible tells me that you do not put us to test without offering a way out. Father, just as your son Jesus Christ was tempted by the devil in the wilderness, I am now tempted to do things that do not please you.
Help me O Lord, to stay firm and absorb this pressure. Grant me the spirit of love and compassion towards my friends, and use me to show them the light even as they struggle to lead me towards the darkness. Your holy word further states that those who believe in you are like Mount Zion; they shall not be shaken. Dear Lord, keep me firm in your word. Amen.",245
"Prayer for fearlessness when spreading the word of God","All-powerful God, thank you for showing us the light and promising us eternal life in heaven. It would be our joy to worship you in heaven for the rest of our lives, together with our friends, family or relatives. As we embark on a mission to spread your word so that your people may see the truth and walk in the path of righteousness, grant us the spirit of fearlessness and dedication to this mission. 
We might encounter different challenges such as persecution but we trust in you, our redeemer, for deliverance. Walk with us step by step, remind us always of your teachings, and give us wisdom to preach your word across all nations. Amen.",246
"Prayer against premature death","Dear Lord, you brought us to the world to fulfill our purpose and live a holy life. In the process, we have made mistakes and committed sins that are only punishable by death. Merciful Father, we pray for your forgiveness for we have sinned against you. Do not condemn us to death O Lord even though it is exactly what we deserve for our sins. Grant us another chance to live according to your teachings O Lord and help us grow spiritually. We rebuke the spirit of premature deaths and declare a longer and holy life in your service. Amen.",247
"Prayer for public institutions","Heavenly Father, I pray for all public institutions in the country and beyond. I pray for schools, shopping malls, hospitals, social parks, religious centers and other facilities that they may experience peace, love and unity in your name. Protect them, O Lord, from terror attacks, accidents and other unfortunate events.
Help all those who are gathered in such facilities to share your love and coexist harmoniously with each other despite their different opinions and ideologies. May you use such platforms to demonstrate your power through miracles, visions and revelations so that more people may believe in your word and cross over from darkness to the light. Amen.",248
"Prayer for converting to Christianity","Dear God, I have wandered across the world trying to find the religion of truth. There are some times I doubted if you truly exist. I have lived with ignorance in my heart but today is the turning point of my life. I want to live in your word and enjoy your presence in heaven when you come back to pick the holy church.
O God of all creations, I repent my sins and acknowledge your son Jesus Christ as my personal Lord and Savior, who was crucified and died for my sins. I repent all the sins of my forefathers so that they may not prevent me from entering the gates of heaven during the Day of Judgment. Wash me clean with your holy blood and declare me a new and pure creature. I accept Christianity as the religion of truth, Jesus Christ as the savior of mankind, and the Lord God, as the creator of heaven and earth, including all living and non-living things. From today onwards, I belong to Jesus Christ, the true son of God. Amen.",249
"Prayer before travelling","Heavenly Father, you have blessed me with the gift of life so that I may serve you and testify your kindness and goodness. As I embark on this journey dear Lord, please be my guide and the controller of this vessel I am travelling with. This vessel has been created by humans but my body has been specially-created by you O Lord. 
Protect me Father for you are the ultimate protector. May you calm any type of storm that may arise during my journey and help me reach to my destination safely. Protect all pedestrians and my fellow passengers along the way. Give them the peace of mind by letting them know that you are the God of protection. Amen.",250
"Prayer for direction in life","Dear heavenly Father, I am living a directionless life and I do not know the right path to take. Father, I feel lost and overwhelmed at this particular point of my life. Manifest yourself O Lord and help me take the right path in life.

Holy shepherd, grant me the wisdom to choose the right direction in life so that I may not end up in hell. Direct my path, dear God, just like you directed the three wise men to the exact location where baby Jesus was born. Dear Lord, please direct me now to your kingdom. Amen.",251
"Prayer for a rude/disrespectful child","Almighty Father, King of Glory, I dedicate my child to you during these difficult times. I pray for your mercies and intervention into this situation. I pray that you may help me overcome the pain of watching my own child being disrespectful to me, and the people around him.
I pray for a miracle so that you may make him/her understand that you are a powerful God who oversees young children through their parents. I pray that you may open his/her spiritual eyes and understand that we are heavenly gifts bestowed unto their lives by you. Guide them O Lord during these tempting times so that they may grow up maturely believing and trusting in your word, Amen.",252
"Prayer against domestic violence","Merciful Lord, I come before you today to pray for families or homes experiencing domestic violence. Lord Jesus, you taught us to stay humble in every difficult situation we go through. You demonstrated to us, through your son Jesus Christ, that violent people have no place in your heavenly Kingdom.
Your son Jesus Christ was tortured, insulted and humiliated before your watchful eyes but you still forgave all those who wronged them. Dear God, I pray for peace to reign in all homes experiencing domestic violence. I rebuke the spirit of violence, hatred and anger, and replace it with the spirit of love, care and goodness that our Lord Jesus Christ shared with us. Amen.",253
"Prayer before fasting","Mighty Ruler of Heaven and earth, as I begin my fast, I pray that you will guide me throughout the days of prayer and worship. Grant me total concentration O Lord and protect me from temptations. If I have to be tempted O Lord, please enrich me spiritually so I may overcome temptations just like your son Jesus Christ did in the wilderness when tempted by Satan.
Help me O Lord to observe my fast and remain pure in my presence. Help me O Lord to overcome the temptation of breaking my fast prematurely. Listen to my prayers during my fasting season and answer them as long as they please you. In Jesus’ name, Amen.",254
"Prayer after fasting","Heavenly Father, as I break my fast, I thank you for taking me through it all. It is my prayer that you will receive my petition and provide a suitable answer. Help me, O Lord, to remain patient for you are the only one who knows the plans you have in store for me. 
Help me remember your teachings in everything I do so that I may not fall back to my sinful ways. Your holy word says that if we humble ourselves and ask for anything, as long as it is righteous in your eyes, you shall bless us abundantly. It is through Jesus’s name that I pray believing and trusting your name, Amen.",255
"Prayer against immorality in the church","Gracious Jesus, you protected your father’s house when you were young and taught us to keep it holy. Dear Lord, our churches are now filled with immorality, dishonesty and greed among leaders and worshipers. Please Lord, forgive them for they do not know what they are doing.
Guide them to the right path and help them understand the importance of keeping your Father’s house holy. Teach us how to respect your father’s house so that we may stand respected in your presence. Protect us from the spirit of immorality in the church and help us prepare ourselves for your second coming. In Jesus’ name, amen.",256
"Prayer for the unmarried ","Our Father in Heaven, we pray for the unmarried people in society. We pray that you may guide their lives so that they may find God-fearing partners who are willing to walk with them through the path of righteousness. Please protect them from temptations that might lead to unplanned marriages, pregnancies or diseases. 
Grant them, O Lord, the spirit of patience so that they may continue waiting faithfully for your time. The holy Bible tells us that your timing is the best and that the right partner is sent from heaven. Dear Lord, we pray for the unmarried people in society, so that may remember your words of wisdom whenever they begin to lose hope. Amen.",257
"Prayer for marriages","Heavenly Father, we pray for men and women who have families to take care of and responsibilities to fulfill every day. Help them raise a responsible and God-fearing family. Help them understand that a family that kneels before you can withstand any challenge along the way.
Be their ultimate provider, O Lord, so that they may not lack anything. If you put them to test, please give them a way out. Watch over them dear Lord so that they may not fall into the path of danger. Cover their homes with your holy blood to keep away the evil one for you are a protective God. In Jesus’ name, Amen.",258
"Prayer against mass killings/destruction ","Dear Lord God of Israel, protect us from mass shootings, bombings, destruction of property and the loss of lives. Speak to those who plan such atrocities so that they may abandon their plans and follow the path of righteousness. Protect us, mighty God, from the spirit of revenge since you are the only one who can fight for us. Protect our streets, malls, schools, churches, and other public facilities from such unfortunate events. Let your people enjoy everlasting peace, now and forever more, Amen.",259
"Prayer for spiritual revelation","Christ Jesus, we know we are living in the end times. We pray for your guidance throughout these last days where the evil one preys on the hopeless and feeds on the weak. Help us understand and interpret all signs of end times so that we may stay holy and pure in your presence.
Reveal to us such signs so that we may be prepared in advance to tackle the evil plans of the devil as we wait for your second coming. Grant us spiritual strength to overcome temptations during these difficult days as we look forward to entering the gates of heaven when you come back to judge the world. Amen.",260
"Prayer for new converts ","Merciful Jesus, I pray for new converts who have decided to abandon the ways of the world and follow your word. Help them grow both physically, mentally and spiritually in your word. Feed them with your holy bread and let them drink your powerful blood that washes away all sins in the universe. Grant them the willingness to stay faithful, courage to avoid temptations, and patience to wait for your second coming.
Send them the mighty Holy Spirit to guide them through Christianity and speak to them at a personal level so that they may make the right decisions in their lives. Protect their refreshed minds and souls from the evil ones for they are still weak spiritually and in dire need of heavenly guidance. Amen.",261
"Prayer for mass conversions","ur mighty God, you are the true God of Israel. You have instructed us to worship no other god apart from you and we intend to spread your gospel far and wide. Help us, O Lord, to spread your word from north to south and east to west, and convert millions of non-believers. 
Use us dear Lord to spread the gospel of truth across nations for we are living in the 11th hour. Protect us as we travel far and wide converting non-believers to believers and the impure ones to total purity. Soften the hearts of the people we shall interact with so that they may understand that there is no other God apart from you, and that your holy name should be praised countless times. Amen.",262
"Prayer against ungodly laws","Heavenly Father, I pray for the ungodly laws that have been approved by society. Father, help us follow what you, the creator of heaven and earth, has approved rather than what our fellow human beings think is best for society. Protect us from your wrath dear Lord for we have no power over such rules. 
Have mercy on us every day for we are too weak to face your punishment. Do not release your anger on us O Lord for we have no control over such laws. Help us, instead, to follow the Ten Commandments you gave your servant Moses so that we may enter the kingdom of heaven during the Day of Judgment. In Jesus name I pray believing and trusting in your holy name, Amen.",263
"Prayer for angelic intervention","Dear Lord God of Israel, we are facing a difficult situation right now that we cannot rely on human power or skills as a solution. We pray for your intervention through your angels so that lives may be saved, hope may be restored and our faithfulness to your word may be increased. 
Give us the patience to hold on to your holy word as we look forward to your intervention. Send your angels to intervene into this situation and prove to the whole world that you are an all-powerful God who does not abandon those who believe in you. We say this short prayer believing and trusting in your son Jesus Christ, amen.",264
"Prayer for God’s favor","Dear heavenly Father, we pray for your favor as believers. Help us prove to the whole world, including non-believers, that you are faithful to your servants. Help us prove to the whole universe that those who believe in you shall not lack anything.
Dear God, help us prove to the whole world that all the living and non-living things belong to you and that you have created the air we breathe, and the ground we walk on. Release your blessings unto us so that we may not be distracted by offers from the devil. In Jesus’ name, Amen. ",265
"Prayer for the fear of the Lord","Jehovah God, we live in a society filled with ignorance, selfishness and greed. We live in a society where people worship material things such as money, gold and silver, and forget the good things you have done. We pray for your intervention and manifestation into the society so that every human being may understand that you are the only God to be praised and worshipped. Perform your miracles unto our lives so that millions of people may seek your presence before the Day of Judgment comes. Amen.",266
"Prayer to expose Satanism","We are living in a world full of unseen evil, O Lord. The devil has manifested himself and now lives among us as our own brother or personal friend. The devil has reinvented himself and invaded every aspect of our society through entertainment, sports, and our usual practices. 
Grant us the power to understand Satanism and how it works. Grant us the wisdom to find out how the devil makes his way into our lives so that we may not give him a chance to manipulate our faith. Protect us from symbols of Satanism and if we have to come across them, help us destroy them through your mighty name that casts out demons, heals the sick, and tortures the devil. Amen.",267
"Prayer for the restoration of honor in the church","The modern church has been divided more than ever by greedy leaders and wicked policies. You gave us one faith that is Christianity so that whoever believes in the Holy Bible and your son Jesus Christ, shall not perish, but have everlasting life. Heavenly father, the time has come for the restoration of honor in the church. Restore our faith O Lord and help us conquer the spirit of division. Grant us the wisdom to make laws that are in accordance to your teachings and avoid scriptures or new practices that do not have your blessings. Amen.",268
"Prayer against false religions and idol worship","As we continue to live in the last days, we pray for your guidance and protection. As the devil continues to manifest himself in different ways, we pray for your spiritual guidance O Lord so that we may not fall into his trap. Send your holy spirit to protect us from false religions that doubt your existence and idols that have been established to humiliate you.
We pray for the destruction of idol worship in our city for we believe in you as our only God, who should be praised and worshipped every day of our lives. Help us conquer the temptation to join false religions that do not have a foundation of truth, justice and holiness. Keep us pure in your presence as we await the arrival of our Lord Jesus Christ, amen.
",269
"Prayer for broken families/relationships ","Heavenly Father, we pray for those families that have been destroyed and scattered by the work of the devil. We pray for sobriety and reconciliation in such families. We pray for families that have been destroyed by alcohol, domestic violence, unfaithfulness, lack of trust and other vices. Restore their previous love O Lord and introduce them to your word so that they may learn that a family is a gift from heaven. Send them the Holy Spirit to reunite them through forgiveness, tolerance and unrelenting love for each other. May you restore such broken families or relationships so that they may be gathered under one roof to testify how good and kind you have been to them. Amen.",270
"Prayer against racism ","Our Father in Heaven, you created all human beings in your own image and likeness. You have called us your children despite our varying skin colors, physical structures, and languages. We pray against racism and the spirit of superiority over one another. Help us realize that we are all equal before you, and that no race is superior over the other. Share with us your undying love so that we may be a blessing to each other and live together harmoniously as Christians. Reveal yourself to the racists through miracles so that they may understand that you are not a biased God. Amen.",271
"Prayer against social injustices","Heavenly Father, the protector of the weak and humble, we pray for your intervention in our society. We live in a society where the weak and humble are mistreated by those in authority. Your holy word tells that you will fight for those who harm your people.
We pray against police brutality, corruption in our courts and crime in our streets.  Help us be fair and just to each other lest we face your final judgment from heaven. Give our judges the wisdom to make good laws that are in accordance to your teachings so that we may live in a God-fearing society where every human being is given an equal chance to live. Amen.",272
"Prayer against sexual sins","Almighty ruler of heaven and earth, you punished Sodom and Gomorrah for their sexual sins. The holy Bible further teaches us that sexual sin is among the types of sin you hate most because it is equivalent to sinning against ourselves. Protect us O Lord from temptations to practice sex before marriage, and the temptation to access sexual materials such as pornography. 
Protect us from sexual habits such as masturbation and fornication so that we may stay pure in your presence. Protect us from the feeling of guilt for the sexual sins we have committed in the past, and renew our souls as new beings in your presence. In Jesus’ name, Amen.
",273
"Prayer against abortion","You have granted us the gift of life, dear Lord, and instructed us to cherish it. We exist in this world because you blessed the wombs of our mothers. Heavenly Father, we pray against the increased practice of abortion in society. We bind the spirit of abortion in our schools, hospitals and homes. 
Teach us how to value life for you are the only one who knows how to create human beings. We have perfected the art of destroying your creations and we pray for your mercy O Lord. Do not judge us for the previous abortions that we have done or witnessed. Help us forget the past, overcome guilt, and live a righteous life where abortion has no place. Amen.",274
"Prayers for widows and widowers","Almighty God, you blessed your people with the gift of marriage and family so that they may continue with your creation. We take this opportunity to pray for widows and widowers across the country who have lost their loved ones through accidents, disease and other causes. 
Help them overcome the pain of their loss and remember that everything happens for a reason. Give them the courage to move on with their lives and find happiness once again in whatever they do, or through the people they interact with. Help them raise their children responsibly and in a God-fearing manner. In Jesus name I pray believing and trusting in your mighty name, Amen.",275
"Prayer for reconciliation in society","We are living in a dynamic society with different types of people O Lord. We have wronged each other in different ways. We have risen against each other during our days of conflict. Dear Lord, you ordered us to forgive each other first before seeking forgiveness from you. 
Grant us the spirit of tolerance and reconciliation so that we may continue living as a united society despite our racial, cultural, political and tribal differences. Help us tolerate each other by understanding that no one is perfect in human eyes. Amen.",276
"Prayer to remember and follow the Ten Commandments","Glorious God, we thank you for the gift of the Ten Commandments that you gave us through your servant Moses. Even though we have recited the commandments in church, at school or in our homes, we have failed to practice them in our lives. We pray for your intervention O Lord so that you may help us practice all the laws that you sent to us through Moses, your holy servant. Help us remember these commandments every moment of our lives so that we may stay pure and holy in your presence. Help us live a righteous life by using your holy commandments as reference every time we face temptations in our lives, Amen.",277
"Prayer for the Holy Spirit to be released from heaven ","Our powerful Lord Jesus Christ, you promised your disciples the gift of the Holy Spirit after you ascended into heaven. We yearn for heavenly guidance in whatever we do because we are not too wise to understand the ways of the world. 
Grant us the gift of the Holy Spirit to guide us in every decision we make so that we may not sin against you out of ignorance of your word. Send the Holy Spirit to keep us company until your second coming, and to strengthen our faith so that we may not be shaken even during difficult times. Amen.",278
"Prayer for new technologies","As modern technologies continue to make human work easier, we pray for blessings and approval in every new invention that enters the market. We pray against the spirit of pride and ignorance of your word for we are only human. As we embrace modern technology, please remind us always to give credit back to you for blessing the work of our hands. 
Help us create technologies that will improve people’s lives rather than those that are bound to harm or turn the whole world against you. Enhance our creativity O Lord and inspire every invention we make as long as it pleases you. Amen.",279
"Prayer before giving an offering in Church","I present to you, my God, this small offering coming from deep inside my heart. I beseech you to accept this small offering for it is the only way I can give thanks for your kindness and goodness.  May you bless the work of my hands and remind me to always give my offering in church regardless of my financial situation. May this small offering be put into good use for the glory of your kingdom and the expansion of your holy church. In the name of the Father, the Son, and the Holy Spirit, Amen.",280
"Prayer before giving a tithe in church","Dear Lord Jesus Christ, you instructed us to give to Caesar what belongs to Caesar and give God what belongs to Him. As I offer my tithe to the church, may you receive it warmly and bless me to present even more next time. Do not judge me, O Lord, if I have not provided the exact percentage that should be presented to your service in church as tithe, but instead, open my spiritual eyes so that I may understand how to offer my tithe in a way that pleases you. In Jesus name I pray, amen.",281
"Prayer for church ministers and servants","Almighty Father, I pray for church ministers serving in your Father’s house. May you bless them with enough resources and skills to serve your people by inviting them to your house. Reward them abundantly O Lord for their excellent service and dedication to your teachings. 
I pray for ushers, watchmen guarding the church compound, Sunday school teachers, cleaners, cooks and other members of staff who have dedicated their lives to serving you in one way or another. Watch over them O Lord, keep them out of the path of danger, and remind them always of the heavenly reward that awaits them in heaven.",282
"Prayer for the expansion of God’s ministry","Dear Father in heaven, we pray for the expansion of your ministry through the construction of churches, Christian libraries, and the creation of Christian events throughout the country. We pray for crusades, seminars, missions, and other events that are geared towards spreading your gospel. 
Help us mobilize or be part of the dedicated team of Christians who are willing to travel far and wide to spread your gospel and covert the non-believers into believers, just like our Lord Jesus Christ converted his disciples into fishers of men. Use us, O Lord, to continue with Jesus’ mission on earth of expanding the gospel of truth throughout the nations. Amen.",283
"Prayer for anointing","Dear Lord my God, you anointed your servants in the Bible to spread your word, perform miracles, and convert non-believers to believers. I pray for your anointing today for I want to serve you more than ever. Anoint my tongue so that your people may listen to what I preach to them, as long as it is in accordance to your teachings. Anoint my soul so that I may be accepted by you, and live an eternal life after death. May your wisdom, kindness and love be seen in how I think, speak or act. In Jesus’ name I pray, Amen.",284
"Prayer to avoid distractions and stay focused","As I embark on this journey to serve you, my God, help me stay focused and avoid distractions. Help me focus on the ultimate price of enjoying your company in heaven and living an eternal life. Let the reward ahead of me be the inspiration behind my hard work and dedication to your word.
Help me stay focused in every test I go through, including exams, sports, employment and life in general. Take away the spirit of giving up in my heart and grant me the spirit of perseverance so that I may win the race and keep the faith. Amen.",285
"Prayer before elections","Heavenly Father, as we prepare to elect our leaders, may you stand with us throughout the process. Protect us from the spirit of violence, corruption and greed O Lord. Help us make wise decisions for the benefit of the current and future generation. May you consider God-fearing leaders who consult you in every decision they make. 
Help us elect responsible, trustworthy and competent leaders who look beyond earthly desires. Help their rivals accept defeat and preach the gospel of peace before, during and after the elections. In Jesus’ name we pray, Amen.",286
"Prayer for hospitals and nursing homes","Our Lord Jesus Christ, I pray for our hospitals and nursing homes that you may send your angels to watch over the sick, and give them good health. Protect your people from the angle of death who lurks in the dark and feeds on weak souls. Listen to the prayers of your people as they battle illness and give them hope for good health. 
I declare spiritual, mental and physical healing to patients admitted to hospitals, and those still at home. Pass your healing hand over them O Lord and grant them good health. Protect their attendants from evil such as corruption, biasness and greed, and reward them for their dedication toward saving lives and promoting good health. Amen.",287
"Prayer for medical equipment during treatment","Supreme God, as we prepare to treat this patient, we pray for the medical equipment to be used during this treatment procedure. Help us make the right decisions and carry out the treatment process professionally. Remind us of each procedure so that we may avoid careless mistakes that may risk the life of our patient. Please send your angels to heal our patient for our work is to treat but you are the ultimate healer. Stay with us throughout this process for your presence is enough to save countless souls. Amen.",288
"Prayer for patients at the waiting room","Dear Lord, we are overwhelmed by the number of patients waiting for treatment at the waiting room. May you give them patience to wait for their turn despite their health condition. Keep them company O Lord so that they may not succumb to their pain and suffering. Heal them in advance and grant them good health.
Use this moment to perform your miracle unto their lives so that they may live to testify that you are indeed a true God who answers prayers and takes care of the sick. Perform a miracle unto their lives so that whoever hears their testimonies shall praise and glory your name. Amen.",289
"Prepare before a meal","For the meal you have blessed us with, we thank you Lord. May you also remember those who were not lucky enough to enjoy such a meal. Direct them to our house so that we may share the little we have. Help us share with our friends, family, relatives and pets the blessings that you have shared with us. In Jesus name we pray, amen.",290
"Prayer during good harvest/returns","You have blessed our fields/farms/gardens with great harvest O Lord. You have sent rain from heaven to water our plants and sun to help them grow. Remind us always to share the little we have with the less fortunate and spread your word to them so that they may understand that you are a fair God who listens to anyone who bows before you. Thank you Lord for your blessings. Amen.",291
"Prayer during bad harvest/returns","Almighty Jesus, I have received fewer returns than what I had initially invested into this (name the investment). I still thank you for being a faithful God. Thank you for the distance I have covered so far, the decisions I have made, and the outcome. I believe that we learn something new each day of our lives and if there is anything I have learned today is to trust and believe in your holy name.
You instructed your disciples to cast the net to the right side of the boat and they were overwhelmed by the high number of fish they captured. I pray for your guidance just like you guided your disciples. Bless the work of my hands and help me make wiser decisions than I have made in my past. Amen.",292
"Prayer for restitution","Almighty Father, I have ignored your teachings and lived a selfish and wicked life. I am no longer proud of what I am today for I am nothing without you. I pray for complete restitution so that I may be considered fit to enter the gates of heaven during the Day of Judgment.
Erase my wrongs from the book of death and rewrite my name in the book of life. Guide my ways O Lord so that I may stay stronger in your word. Help me be a better person for I am deeply sorry for the wrongs I have done. Make me a new creature in your presence and restore my faith in you. Amen.",293
"An athlete’s prayer","Almighty Father, the book of 2 Timothy 2:5 tells us that anyone who competes as an athlete is not rewarded the victors crown without following the rules of the competition. Before I begin this competition, I pray for your protection and guidance. Remind me always, to follow the rules and be fair to my fellow competitors. Protect me from injuries and sudden deaths. Fill me with your presence and energy throughout the competition, and grant me victory as long as it is well with you. Amen.
",294
"Teach me how to pray, O Jesus ","Dear Lord, I am a sinner who does not know how to pray. I have lived with ignorance throughout my life and only pray when I am in need of help. Teach me how to pray to you, mighty Jesus, so that I may not be left behind when you come to take the holy church.
Teach me how to pray every day of my life, and not only when I need help. Mighty teacher, teach me how to present myself to you during prayer so that my prayers may be answered. Teach me the right words to use as I pray and help me read the Bible to understand you better. Do not let me fall asleep when I should pray and do not allow the devil to take advantage my weakness to introduce wickedness into my life. Amen.",295
"Prayer for self-control","Dear Lord, I pray for self-control and respect for my body. I pray that you will help me control myself when faced with temptations to abuse my body, bring shame into your Kingdom, or distance myself from your teachings. 
Help me be careful with my words, actions and thoughts. Do not allow the devil to lead me into sin. I trust and believe in the plans that you have for my life and I declare that the devil has no authority over my decision to praise and worship your holy name. Amen.",296
"Prayer when moving to a new neighborhood","Lord, we thank you for the blessing of new neighbors and friends that we are about to meet. Help us live together harmoniously and spread your love amongst ourselves. Help us tolerate each other despite any differences we might have. 
Watch over us O Lord as we try to cope with the new environment. Protect us from evil, criminal activities, and other vices in the new environment. Help us settle down quickly and move on with life full of blessings. In Jesus’ name, Amen. ",297
"Prayer when feeling envious","Father, I cannot hide my feelings from you since you have known me even before I was born. You know everything that is on my mind and heart. I repent for being envious of my friend/family member/neighbor for it is against your teaching. Help me control this feeling and be contented with whatever you have blessed me with. Help me stay faithful to your teachings and protect me from lust. Erase this negative thought from my mind and remove the envious feeling from my heart. In Jesus’ name I pray, amen.",298
"Praising God through prayer","How wonderful you are mighty God! How awesome is your grace! How marvelous is your name my Lord! You have given me free air to breathe and countless chances to live a holy life despite being a sinner. You sent your only son Jesus Christ to die for my sins yet I deserve death for I have sinned against you. 
Many people have lost their lives but you have still given me another chance to live a righteous life. Thank you Father in heaven for all the blessings that you have given me. May your name be praised and worshiped all over the world. May your presence be respected and feared among all living and non-living things. Amen.",299
"Prayer for people joining cultism and devil worship","Holy Father, I pray for those people who have decided to join cults and devil worship practices out of ignorance of your word. I pray for our innocent students who are tempted to join devil worshipping cults in schools or at home. I pray for deliverance for those who have already joined such evil practices. 
I pray for your mercies and guidance so that you may show them the way to righteousness. Perform a miracle unto their lives O Lord so that they may live to testify your kindness and power over evil. Speak to their minds right now dear Lord so that they may find their way back to the truth and live to hate the devil and all his plans. Amen.",300
